Date, Open , High , Low , Close ,Volume
18-07-2016, $105.69 , $105.82 , $104.53 , $104.74 ,2390700
19-07-2016, $104.29 , $104.65 , $103.73 , $104.03 ,1827000
20-07-2016, $104.49 , $106.49 , $104.49 , $105.94 ,2665700
21-07-2016, $105.59 , $105.79 , $102.75 , $103.10 ,2465300
22-07-2016, $103.49 , $103.81 , $102.64 , $103.56 ,1982800
25-07-2016, $103.49 , $103.79 , $102.83 , $103.76 ,1834100
26-07-2016, $104.06 , $104.99 , $103.65 , $104.85 ,2796100
27-07-2016, $105.02 , $105.02 , $103.88 , $104.34 ,2275800
28-07-2016, $104.54 , $104.54 , $102.70 , $102.85 ,2224600
29-07-2016, $103.14 , $103.80 , $102.16 , $103.52 ,2678700
01-08-2016, $103.31 , $104.20 , $103.05 , $103.58 ,2235300
02-08-2016, $103.36 , $103.68 , $102.85 , $103.53 ,2120100
03-08-2016, $103.52 , $104.25 , $103.31 , $104.25 ,1601600
04-08-2016, $103.85 , $104.60 , $103.41 , $104.34 ,2215300
05-08-2016, $103.87 , $105.29 , $103.27 , $105.16 ,2746700
08-08-2016, $105.16 , $105.30 , $104.14 , $104.31 ,1481900
09-08-2016, $104.12 , $104.43 , $103.46 , $103.58 ,1820000
10-08-2016, $103.87 , $104.13 , $103.48 , $103.89 ,1498600
11-08-2016, $104.18 , $104.60 , $104.04 , $104.05 ,1297600
12-08-2016, $103.87 , $104.20 , $103.39 , $103.72 ,1414700
15-08-2016, $103.69 , $104.71 , $103.46 , $104.24 ,2284400
16-08-2016, $103.78 , $103.93 , $103.09 , $103.67 ,1998500
17-08-2016, $103.77 , $104.35 , $103.15 , $103.63 ,1566900
18-08-2016, $103.45 , $103.81 , $102.70 , $103.09 ,2405600
19-08-2016, $102.97 , $103.83 , $102.53 , $103.74 ,1519000
22-08-2016, $103.44 , $104.47 , $103.10 , $104.39 ,1458600
23-08-2016, $104.55 , $106.35 , $104.28 , $105.97 ,2385100
24-08-2016, $105.96 , $106.19 , $104.86 , $105.13 ,2266800
25-08-2016, $104.83 , $105.76 , $104.31 , $105.56 ,1869300
26-08-2016, $105.68 , $106.63 , $105.10 , $105.71 ,1419300
29-08-2016, $105.60 , $106.04 , $104.93 , $105.39 ,1367700
30-08-2016, $105.51 , $106.03 , $105.28 , $105.85 ,1319000
31-08-2016, $105.46 , $105.87 , $105.05 , $105.53 ,1999400
01-09-2016, $105.30 , $105.98 , $104.65 , $105.58 ,1572700
02-09-2016, $105.98 , $106.68 , $105.75 , $106.13 ,1539600
06-09-2016, $106.29 , $106.44 , $105.37 , $105.86 ,1479200
07-09-2016, $105.87 , $106.32 , $105.47 , $105.64 ,1484300
08-09-2016, $105.00 , $105.12 , $103.00 , $103.05 ,3078500
09-09-2016, $102.51 , $102.86 , $101.24 , $101.30 ,3282700
12-09-2016, $101.14 , $103.65 , $101.04 , $103.47 ,2370900
13-09-2016, $102.39 , $102.74 , $101.09 , $101.42 ,2483200
14-09-2016, $101.63 , $102.35 , $100.29 , $100.75 ,2328100
15-09-2016, $100.61 , $102.24 , $99.86 , $101.60 ,2903300
16-09-2016, $101.24 , $101.39 , $100.13 , $100.83 ,2604900
19-09-2016, $101.50 , $102.11 , $101.07 , $101.40 ,1785700
20-09-2016, $102.02 , $102.54 , $101.58 , $101.58 ,1995200
21-09-2016, $102.31 , $102.67 , $101.63 , $102.50 ,2466900
22-09-2016, $102.75 , $104.86 , $102.69 , $104.30 ,2596200
23-09-2016, $101.41 , $104.42 , $100.48 , $103.77 ,2265200
26-09-2016, $103.19 , $104.56 , $103.19 , $104.36 ,3224200
27-09-2016, $104.38 , $106.65 , $104.38 , $106.56 ,3134700
28-09-2016, $106.15 , $107.42 , $105.87 , $107.04 ,3640300
29-09-2016, $110.63 , $114.67 , $110.44 , $111.62 ,7643400
30-09-2016, $111.75 , $112.89 , $111.75 , $112.11 ,4815800
03-10-2016, $111.57 , $112.38 , $110.70 , $110.90 ,3667500
04-10-2016, $111.20 , $111.44 , $108.06 , $108.50 ,3973700
05-10-2016, $108.73 , $108.93 , $107.83 , $108.47 ,2875100
06-10-2016, $108.47 , $109.02 , $107.99 , $108.76 ,2504500
07-10-2016, $108.76 , $108.87 , $106.38 , $106.44 ,3034300
10-10-2016, $106.79 , $108.26 , $106.79 , $107.78 ,2157600
11-10-2016, $107.71 , $107.77 , $106.64 , $107.33 ,2708200
12-10-2016, $107.74 , $108.25 , $107.10 , $107.93 ,2366500
13-10-2016, $107.43 , $108.74 , $106.47 , $108.38 ,3106600
14-10-2016, $108.70 , $109.34 , $108.15 , $108.51 ,2508500
17-10-2016, $108.51 , $108.51 , $107.13 , $107.22 ,1904900
18-10-2016, $108.00 , $108.52 , $107.68 , $107.85 ,2472900
19-10-2016, $108.21 , $108.95 , $107.67 , $108.31 ,2263100
20-10-2016, $108.11 , $108.61 , $107.51 , $107.60 ,2247800
21-10-2016, $107.50 , $107.55 , $106.54 , $107.17 ,1979100
24-10-2016, $107.57 , $108.01 , $107.07 , $107.37 ,1539800
25-10-2016, $107.37 , $107.43 , $106.58 , $106.87 ,1456400
26-10-2016, $106.43 , $107.46 , $106.17 , $107.04 ,1830900
27-10-2016, $107.23 , $107.65 , $106.81 , $107.05 ,1871600
28-10-2016, $107.41 , $108.09 , $106.65 , $107.24 ,1656200
31-10-2016, $107.21 , $108.07 , $107.06 , $107.77 ,1877800
01-11-2016, $108.01 , $108.20 , $107.05 , $107.68 ,2444400
02-11-2016, $107.68 , $110.52 , $107.55 , $109.97 ,5361100
03-11-2016, $109.53 , $109.87 , $108.16 , $108.43 ,2086400
04-11-2016, $108.52 , $109.52 , $107.96 , $108.69 ,2068300
07-11-2016, $109.51 , $111.26 , $109.51 , $111.23 ,2311100
08-11-2016, $111.17 , $112.19 , $110.81 , $111.08 ,2118800
09-11-2016, $107.44 , $109.41 , $106.31 , $108.67 ,5797600
10-11-2016, $108.79 , $112.00 , $108.75 , $111.57 ,4357500
11-11-2016, $110.94 , $112.19 , $110.06 , $110.50 ,3201800
14-11-2016, $110.49 , $110.88 , $107.74 , $108.71 ,3622500
15-11-2016, $108.99 , $109.26 , $106.98 , $107.54 ,3119900
16-11-2016, $107.73 , $109.43 , $107.33 , $108.77 ,2147100
17-11-2016, $108.94 , $109.91 , $108.67 , $109.75 ,1313600
18-11-2016, $109.64 , $109.92 , $109.28 , $109.80 ,2123500
21-11-2016, $110.05 , $111.15 , $109.80 , $110.96 ,1694600
22-11-2016, $111.19 , $111.62 , $110.63 , $110.78 ,2251800
23-11-2016, $110.67 , $111.53 , $110.40 , $111.09 ,1958700
25-11-2016, $111.17 , $111.98 , $110.88 , $111.95 ,783700
28-11-2016, $111.75 , $112.55 , $111.34 , $111.96 ,2075600
29-11-2016, $111.95 , $112.68 , $111.60 , $112.13 ,1484000
30-11-2016, $112.20 , $112.32 , $110.73 , $110.73 ,2635500
01-12-2016, $110.80 , $111.31 , $108.59 , $109.09 ,2260400
02-12-2016, $109.06 , $109.64 , $107.71 , $108.75 ,1922800
05-12-2016, $109.28 , $109.94 , $108.75 , $109.15 ,2052300
06-12-2016, $109.53 , $110.23 , $109.15 , $109.79 ,1973600
07-12-2016, $110.01 , $112.79 , $109.82 , $112.72 ,2024100
08-12-2016, $112.81 , $113.48 , $112.44 , $112.87 ,1449300
09-12-2016, $112.49 , $114.47 , $112.06 , $114.33 ,2227200
12-12-2016, $113.91 , $114.77 , $113.67 , $114.61 ,1608700
13-12-2016, $114.78 , $116.56 , $114.67 , $116.27 ,2333200
14-12-2016, $116.13 , $116.50 , $114.44 , $114.64 ,2041300
15-12-2016, $114.46 , $116.15 , $114.28 , $115.48 ,1761400
16-12-2016, $115.51 , $116.04 , $113.52 , $114.04 ,4514000
19-12-2016, $114.25 , $115.38 , $114.19 , $114.64 ,2750400
20-12-2016, $115.01 , $115.22 , $114.05 , $115.06 ,3290800
21-12-2016, $109.92 , $111.24 , $109.03 , $109.31 ,6032500
22-12-2016, $109.46 , $109.99 , $108.49 , $109.21 ,2758400
23-12-2016, $108.85 , $109.60 , $108.58 , $108.92 ,1697200
27-12-2016, $108.81 , $109.85 , $108.67 , $108.99 ,1546300
28-12-2016, $109.41 , $109.41 , $107.63 , $108.12 ,1797700
29-12-2016, $108.46 , $109.39 , $108.02 , $108.49 ,1633900
30-12-2016, $109.00 , $109.36 , $108.10 , $108.60 ,1739500
03-01-2017, $108.83 , $109.23 , $107.38 , $107.98 ,2351600
04-01-2017, $108.39 , $109.22 , $107.95 , $108.24 ,2639800
05-01-2017, $108.46 , $108.61 , $106.58 , $106.61 ,3685400
06-01-2017, $106.61 , $108.24 , $106.01 , $107.83 ,4125300
09-01-2017, $107.68 , $107.88 , $106.55 , $106.62 ,2550800
10-01-2017, $106.57 , $107.54 , $106.29 , $106.68 ,2550100
11-01-2017, $106.99 , $107.79 , $106.54 , $107.66 ,2845800
12-01-2017, $107.20 , $107.52 , $106.48 , $107.35 ,2110800
13-01-2017, $106.95 , $108.89 , $106.95 , $108.43 ,2665600
17-01-2017, $107.48 , $107.88 , $107.06 , $107.58 ,2374300
18-01-2017, $108.05 , $108.43 , $107.31 , $107.50 ,2262200
19-01-2017, $107.18 , $107.55 , $106.87 , $107.09 ,1647100
20-01-2017, $107.44 , $107.78 , $106.45 , $106.69 ,2781400
23-01-2017, $106.42 , $106.87 , $106.26 , $106.46 ,2320000
24-01-2017, $106.81 , $108.14 , $106.48 , $108.00 ,2810100
25-01-2017, $108.39 , $109.74 , $108.20 , $109.01 ,2905900
26-01-2017, $108.47 , $108.89 , $107.20 , $107.49 ,2864600
27-01-2017, $107.74 , $107.96 , $106.69 , $106.95 ,2545100
30-01-2017, $106.92 , $106.93 , $105.15 , $106.28 ,2529700
31-01-2017, $105.67 , $105.72 , $104.41 , $105.58 ,2339000
01-02-2017, $105.51 , $106.41 , $104.13 , $104.96 ,2471600
02-02-2017, $104.91 , $105.48 , $104.50 , $105.36 ,2450500
03-02-2017, $105.70 , $106.47 , $105.08 , $106.15 ,1663700
06-02-2017, $105.76 , $106.83 , $105.12 , $105.86 ,2019400
07-02-2017, $106.58 , $107.71 , $106.58 , $107.48 ,2538200
08-02-2017, $107.69 , $107.69 , $106.55 , $107.02 ,2373700
09-02-2017, $107.02 , $108.90 , $107.02 , $108.46 ,2117100
10-02-2017, $108.20 , $110.18 , $108.03 , $109.03 ,2183000
13-02-2017, $109.31 , $110.29 , $109.15 , $109.95 ,1988400
14-02-2017, $109.84 , $111.26 , $109.79 , $111.26 ,2559400
15-02-2017, $110.90 , $111.42 , $110.61 , $111.19 ,1951100
16-02-2017, $111.19 , $112.18 , $110.82 , $111.93 ,1966900
17-02-2017, $111.73 , $112.46 , $111.35 , $112.40 ,1904900
21-02-2017, $111.84 , $113.32 , $111.79 , $113.21 ,2117100
22-02-2017, $112.80 , $113.93 , $112.72 , $113.31 ,1557000
23-02-2017, $113.66 , $113.77 , $112.86 , $113.56 ,1439600
24-02-2017, $113.11 , $114.44 , $112.74 , $114.44 ,1447700
27-02-2017, $114.05 , $114.44 , $113.56 , $113.85 ,1679800
28-02-2017, $113.81 , $114.12 , $113.05 , $113.58 ,1744900
01-03-2017, $114.26 , $115.24 , $113.54 , $115.03 ,1879700
02-03-2017, $114.96 , $115.37 , $114.56 , $115.29 ,1896600
03-03-2017, $115.15 , $115.20 , $114.03 , $114.63 ,2123000
06-03-2017, $114.03 , $114.44 , $113.61 , $114.26 ,1814100
07-03-2017, $114.63 , $115.32 , $114.15 , $115.10 ,2705300
08-03-2017, $115.07 , $115.70 , $114.76 , $115.39 ,2168600
09-03-2017, $115.31 , $115.31 , $113.72 , $114.21 ,2338100
10-03-2017, $114.64 , $115.27 , $114.11 , $114.90 ,1931100
13-03-2017, $115.18 , $115.66 , $114.48 , $115.01 ,2233700
14-03-2017, $115.13 , $115.65 , $114.63 , $114.88 ,1627800
15-03-2017, $114.42 , $115.89 , $114.07 , $115.71 ,2087700
16-03-2017, $115.79 , $116.07 , $114.61 , $115.06 ,2182000
17-03-2017, $115.63 , $116.31 , $114.81 , $116.10 ,4603600
20-03-2017, $116.10 , $116.26 , $115.13 , $115.33 ,2257400
21-03-2017, $115.97 , $116.28 , $114.63 , $115.56 ,3219900
22-03-2017, $115.92 , $117.31 , $115.40 , $117.27 ,4288600
23-03-2017, $113.77 , $114.05 , $111.76 , $111.96 ,7116800
24-03-2017, $111.98 , $112.47 , $110.11 , $110.31 ,3949800
27-03-2017, $110.08 , $111.07 , $109.68 , $110.69 ,3122800
28-03-2017, $111.09 , $113.43 , $110.34 , $112.51 ,5516000
29-03-2017, $112.80 , $112.85 , $111.40 , $112.17 ,2438900
30-03-2017, $112.08 , $112.19 , $111.31 , $111.74 ,2030200
31-03-2017, $111.92 , $112.38 , $111.11 , $111.15 ,2102800
03-04-2017, $109.41 , $109.56 , $108.48 , $109.07 ,3917500
04-04-2017, $108.74 , $109.47 , $108.74 , $109.44 ,1690600
05-04-2017, $109.63 , $110.42 , $108.93 , $109.07 ,1902100
06-04-2017, $109.11 , $109.34 , $108.26 , $108.30 ,2049600
07-04-2017, $108.48 , $109.16 , $108.01 , $108.89 ,2408000
10-04-2017, $108.94 , $109.92 , $108.82 , $109.26 ,2308300
11-04-2017, $108.84 , $109.42 , $108.47 , $108.74 ,2295300
12-04-2017, $108.71 , $109.04 , $108.17 , $108.27 ,2087800
13-04-2017, $108.07 , $108.56 , $107.56 , $107.60 ,1838900
17-04-2017, $107.62 , $108.41 , $107.62 , $108.40 ,1168300
18-04-2017, $108.20 , $109.00 , $108.10 , $108.89 ,1978100
19-04-2017, $109.01 , $109.94 , $108.67 , $109.56 ,2185400
20-04-2017, $110.21 , $112.28 , $109.96 , $111.67 ,3743500
21-04-2017, $112.17 , $112.40 , $111.51 , $111.69 ,2639000
24-04-2017, $112.36 , $112.89 , $111.58 , $111.81 ,2106800
25-04-2017, $111.83 , $112.36 , $111.18 , $111.19 ,1947200
26-04-2017, $111.22 , $111.91 , $110.92 , $111.46 ,1581400
27-04-2017, $111.59 , $112.99 , $111.59 , $112.87 ,2008200
28-04-2017, $112.59 , $113.68 , $112.44 , $113.63 ,2476600
01-05-2017, $113.70 , $114.00 , $113.44 , $113.58 ,1931900
02-05-2017, $113.62 , $114.02 , $112.61 , $113.05 ,2697100
03-05-2017, $112.82 , $113.23 , $112.10 , $112.69 ,1762100
04-05-2017, $113.12 , $113.34 , $112.62 , $113.18 ,1557500
05-05-2017, $113.27 , $113.84 , $113.14 , $113.84 ,1716900
08-05-2017, $113.44 , $113.84 , $113.13 , $113.45 ,1522100
09-05-2017, $113.63 , $113.94 , $113.27 , $113.42 ,1094400
10-05-2017, $113.42 , $113.70 , $112.94 , $113.54 ,1343600
11-05-2017, $113.12 , $113.26 , $112.10 , $113.16 ,1835200
12-05-2017, $112.77 , $113.82 , $112.77 , $113.31 ,2362300
15-05-2017, $113.31 , $114.79 , $113.13 , $114.52 ,1772200
16-05-2017, $114.93 , $115.51 , $114.49 , $115.36 ,2180600
17-05-2017, $115.36 , $115.36 , $112.73 , $112.83 ,2277900
18-05-2017, $113.22 , $113.38 , $111.86 , $112.79 ,1968800
19-05-2017, $113.36 , $113.55 , $112.59 , $113.33 ,2190100
22-05-2017, $113.91 , $115.07 , $113.56 , $114.95 ,1912500
23-05-2017, $115.09 , $115.29 , $114.10 , $114.43 ,1472300
24-05-2017, $112.82 , $114.43 , $112.69 , $114.24 ,2026900
25-05-2017, $114.99 , $115.75 , $114.47 , $115.32 ,1425500
26-05-2017, $115.17 , $115.33 , $114.77 , $115.12 ,1414500
30-05-2017, $114.86 , $116.13 , $114.62 , $115.95 ,1373000
31-05-2017, $116.16 , $116.72 , $115.72 , $116.60 ,2655600
01-06-2017, $117.03 , $117.37 , $116.03 , $117.37 ,1902600
02-06-2017, $117.44 , $118.02 , $116.99 , $117.79 ,1766000
05-06-2017, $118.03 , $118.95 , $117.51 , $118.58 ,1950000
06-06-2017, $118.21 , $118.97 , $118.04 , $118.34 ,1513600
07-06-2017, $118.11 , $118.76 , $117.59 , $118.55 ,1640400
08-06-2017, $118.55 , $118.97 , $117.58 , $118.19 ,2128900
09-06-2017, $118.03 , $118.73 , $117.08 , $117.87 ,1929200
12-06-2017, $117.59 , $118.32 , $116.84 , $118.32 ,2355800
13-06-2017, $118.45 , $119.50 , $118.11 , $119.04 ,2434100
14-06-2017, $119.72 , $119.91 , $118.69 , $119.21 ,1861200
15-06-2017, $118.30 , $119.31 , $116.63 , $119.00 ,2196300
16-06-2017, $119.46 , $119.91 , $118.53 , $119.50 ,2965400
19-06-2017, $120.35 , $120.35 , $119.34 , $119.69 ,2123000
20-06-2017, $119.28 , $119.57 , $118.39 , $118.53 ,2356400
21-06-2017, $119.04 , $119.14 , $118.06 , $119.07 ,3257900
22-06-2017, $115.20 , $116.07 , $111.57 , $114.36 ,8691100
23-06-2017, $114.42 , $115.81 , $114.03 , $114.98 ,3817800
26-06-2017, $115.36 , $116.21 , $114.55 , $114.61 ,2623000
27-06-2017, $114.76 , $115.07 , $114.29 , $114.47 ,2214800
28-06-2017, $115.02 , $116.00 , $114.47 , $115.92 ,1727500
29-06-2017, $115.69 , $115.69 , $114.86 , $115.21 ,2687300
30-06-2017, $115.51 , $116.54 , $115.36 , $115.86 ,2290300
03-07-2017, $115.99 , $116.99 , $115.96 , $116.10 ,1236200
05-07-2017, $116.16 , $116.89 , $116.15 , $116.21 ,1328600
06-07-2017, $115.55 , $115.81 , $114.32 , $115.17 ,1938100
07-07-2017, $115.74 , $116.86 , $115.29 , $116.36 ,1889400
10-07-2017, $116.21 , $116.51 , $115.78 , $116.22 ,1301500
11-07-2017, $116.22 , $116.25 , $115.41 , $116.02 ,1379800
12-07-2017, $116.44 , $117.55 , $116.27 , $117.54 ,2017900
13-07-2017, $117.75 , $118.36 , $117.51 , $117.78 ,1713700
14-07-2017, $118.21 , $118.93 , $117.78 , $118.69 ,1752900
17-07-2017, $118.76 , $119.02 , $118.18 , $118.43 ,2005600
18-07-2017, $118.27 , $119.51 , $117.55 , $119.32 ,1641400
19-07-2017, $119.44 , $119.91 , $118.71 , $119.70 ,2275300
20-07-2017, $119.81 , $120.62 , $119.58 , $120.41 ,1655300
21-07-2017, $120.41 , $120.81 , $119.92 , $120.70 ,1765400
24-07-2017, $120.16 , $120.38 , $119.52 , $119.92 ,1763200
25-07-2017, $120.14 , $121.14 , $119.61 , $120.80 ,1600000
26-07-2017, $120.84 , $121.42 , $120.60 , $121.32 ,1615300
27-07-2017, $121.50 , $121.50 , $119.36 , $120.06 ,2097000
28-07-2017, $119.89 , $120.40 , $119.26 , $120.28 ,1133900
31-07-2017, $120.38 , $120.99 , $120.09 , $120.68 ,1584400
01-08-2017, $120.94 , $121.68 , $120.80 , $121.65 ,3465700
02-08-2017, $121.50 , $121.63 , $120.40 , $120.49 ,1318300
03-08-2017, $121.05 , $122.04 , $119.90 , $121.80 ,3559700
04-08-2017, $121.84 , $122.41 , $121.35 , $121.97 ,1283200
07-08-2017, $121.62 , $122.11 , $121.20 , $121.48 ,952900
08-08-2017, $121.14 , $121.68 , $120.79 , $120.97 ,1099500
09-08-2017, $120.85 , $121.58 , $120.77 , $121.43 ,1216900
10-08-2017, $121.05 , $121.58 , $120.09 , $120.13 ,1800900
11-08-2017, $120.54 , $120.57 , $120.02 , $120.10 ,1105500
14-08-2017, $120.73 , $121.66 , $120.50 , $121.49 ,1421600
15-08-2017, $121.23 , $121.59 , $120.60 , $121.20 ,1152500
16-08-2017, $121.46 , $122.24 , $121.22 , $121.81 ,1935500
17-08-2017, $121.67 , $121.81 , $119.50 , $119.52 ,1567200
18-08-2017, $119.66 , $120.18 , $119.22 , $119.38 ,1263500
21-08-2017, $119.43 , $120.20 , $119.21 , $120.07 ,1284500
22-08-2017, $120.43 , $121.29 , $119.90 , $121.14 ,959500
23-08-2017, $120.55 , $120.98 , $120.17 , $120.25 ,1543300
24-08-2017, $120.46 , $120.92 , $120.16 , $120.54 ,1099000
25-08-2017, $121.14 , $121.58 , $121.01 , $121.21 ,1252400
28-08-2017, $121.51 , $121.69 , $120.86 , $121.07 ,999900
29-08-2017, $120.35 , $121.77 , $120.18 , $121.46 ,1170800
30-08-2017, $121.45 , $121.74 , $120.93 , $121.58 ,1149100
31-08-2017, $121.78 , $122.64 , $121.62 , $122.49 ,2003500
01-09-2017, $122.67 , $122.67 , $121.66 , $121.88 ,1528300
05-09-2017, $121.88 , $122.15 , $120.94 , $121.57 ,2442400
06-09-2017, $121.98 , $123.07 , $121.83 , $122.83 ,1549900
07-09-2017, $123.19 , $126.31 , $123.06 , $125.75 ,2094800
08-09-2017, $125.91 , $126.44 , $125.20 , $125.27 ,2178800
11-09-2017, $126.11 , $127.65 , $125.16 , $127.62 ,1667200
12-09-2017, $127.93 , $128.29 , $127.41 , $127.61 ,1658800
13-09-2017, $127.32 , $127.56 , $125.73 , $126.26 ,3078600
14-09-2017, $126.00 , $126.69 , $125.53 , $126.33 ,3290500
15-09-2017, $126.47 , $127.07 , $125.57 , $126.79 ,3713500
18-09-2017, $126.92 , $128.67 , $126.92 , $128.28 ,2496500
19-09-2017, $128.34 , $129.08 , $128.07 , $128.07 ,2379600
20-09-2017, $127.41 , $129.42 , $127.41 , $129.29 ,1997700
21-09-2017, $129.23 , $129.39 , $127.94 , $128.02 ,2007000
22-09-2017, $128.04 , $129.28 , $127.87 , $129.18 ,1918500
25-09-2017, $129.22 , $129.53 , $128.58 , $129.43 ,2463200
26-09-2017, $129.74 , $129.93 , $128.10 , $128.19 ,2911500
27-09-2017, $128.64 , $128.84 , $127.51 , $128.00 ,3885500
28-09-2017, $124.40 , $128.98 , $123.91 , $127.70 ,4246400
29-09-2017, $128.25 , $128.87 , $126.32 , $126.53 ,3312000
02-10-2017, $126.68 , $127.25 , $126.11 , $126.88 ,2667500
03-10-2017, $126.32 , $127.37 , $125.21 , $125.76 ,2534900
04-10-2017, $126.02 , $127.10 , $125.96 , $126.62 ,2193000
05-10-2017, $126.93 , $127.75 , $126.72 , $127.61 ,1666100
06-10-2017, $127.55 , $128.31 , $127.14 , $127.64 ,1275700
09-10-2017, $127.64 , $128.34 , $127.43 , $128.33 ,1012100
10-10-2017, $128.34 , $129.28 , $128.20 , $128.83 ,1804100
11-10-2017, $128.52 , $128.83 , $127.79 , $128.25 ,2648200
12-10-2017, $128.32 , $130.82 , $127.53 , $130.40 ,2872200
13-10-2017, $130.76 , $131.15 , $129.46 , $130.40 ,1687200
16-10-2017, $130.62 , $130.75 , $129.39 , $130.30 ,1453100
17-10-2017, $130.13 , $130.48 , $129.54 , $129.88 ,1446700
18-10-2017, $130.75 , $131.12 , $129.92 , $129.98 ,1584800
19-10-2017, $130.01 , $131.16 , $129.43 , $131.11 ,1351700
20-10-2017, $131.63 , $131.95 , $131.01 , $131.94 ,1368900
23-10-2017, $132.18 , $132.58 , $131.52 , $131.79 ,1518200
24-10-2017, $131.80 , $131.88 , $130.58 , $131.39 ,1215000
25-10-2017, $131.47 , $133.59 , $131.15 , $133.52 ,2354700
26-10-2017, $133.91 , $135.17 , $133.69 , $134.28 ,1965500
27-10-2017, $134.92 , $135.83 , $134.30 , $135.52 ,2367600
30-10-2017, $135.63 , $136.00 , $134.43 , $135.53 ,2145000
31-10-2017, $135.43 , $135.53 , $134.46 , $134.65 ,2255300
01-11-2017, $134.56 , $135.44 , $133.81 , $135.22 ,2060100
02-11-2017, $134.78 , $136.00 , $134.25 , $135.66 ,1585200
03-11-2017, $135.66 , $136.86 , $135.35 , $136.24 ,1336000
06-11-2017, $135.37 , $136.40 , $134.59 , $136.14 ,1488700
07-11-2017, $136.66 , $136.66 , $135.20 , $135.73 ,1284400
08-11-2017, $135.98 , $137.15 , $135.26 , $137.04 ,1208300
09-11-2017, $136.78 , $136.89 , $135.23 , $136.04 ,1288500
10-11-2017, $135.75 , $136.27 , $134.97 , $136.10 ,922500
13-11-2017, $135.83 , $136.47 , $135.41 , $136.13 ,1456200
14-11-2017, $135.65 , $137.62 , $135.04 , $137.11 ,1811900
15-11-2017, $136.59 , $137.15 , $135.90 , $136.45 ,1792800
16-11-2017, $137.11 , $139.31 , $136.77 , $139.08 ,2040100
17-11-2017, $138.46 , $138.84 , $136.91 , $137.57 ,2557100
20-11-2017, $137.50 , $138.90 , $137.04 , $138.63 ,1602600
21-11-2017, $139.04 , $140.43 , $138.48 , $140.00 ,1732000
22-11-2017, $139.84 , $140.29 , $139.07 , $139.14 ,1263700
24-11-2017, $140.15 , $140.15 , $138.85 , $139.64 ,601800
27-11-2017, $139.99 , $140.08 , $139.45 , $139.51 ,1352100
28-11-2017, $140.00 , $140.45 , $138.71 , $140.02 ,1925900
29-11-2017, $140.52 , $140.52 , $137.37 , $138.99 ,1973000
30-11-2017, $139.04 , $140.55 , $138.85 , $140.00 ,2837100
01-12-2017, $139.70 , $140.33 , $137.86 , $138.63 ,1971600
04-12-2017, $139.51 , $139.96 , $138.17 , $139.18 ,2099800
05-12-2017, $139.27 , $140.44 , $138.84 , $139.67 ,1398900
06-12-2017, $139.97 , $140.44 , $139.30 , $140.24 ,1363400
07-12-2017, $139.99 , $140.61 , $139.27 , $140.55 ,1526400
08-12-2017, $141.03 , $142.44 , $140.67 , $142.38 ,1736000
11-12-2017, $142.40 , $142.96 , $142.00 , $142.53 ,1983300
12-12-2017, $142.46 , $144.53 , $141.84 , $143.86 ,2317900
13-12-2017, $143.59 , $144.48 , $142.27 , $143.22 ,1596800
14-12-2017, $143.62 , $144.16 , $142.97 , $143.02 ,1612500
15-12-2017, $144.28 , $144.62 , $142.50 , $144.39 ,3498800
18-12-2017, $144.76 , $145.43 , $143.37 , $143.51 ,2277500
19-12-2017, $143.73 , $144.52 , $142.81 , $143.98 ,2063900
20-12-2017, $143.94 , $144.59 , $143.41 , $143.53 ,3206200
21-12-2017, $147.84 , $149.86 , $145.58 , $145.85 ,4563600
22-12-2017, $147.35 , $147.55 , $145.47 , $145.56 ,1818600
26-12-2017, $144.85 , $145.16 , $144.21 , $144.71 ,1514400
27-12-2017, $144.94 , $145.43 , $144.56 , $145.02 ,1690400
28-12-2017, $145.15 , $145.58 , $144.71 , $145.25 ,1124300
29-12-2017, $146.07 , $146.21 , $144.78 , $144.80 ,1452100
02-01-2018, $145.19 , $145.76 , $144.51 , $145.51 ,3061900
03-01-2018, $144.71 , $146.60 , $144.71 , $146.18 ,2064200
04-01-2018, $146.61 , $148.37 , $146.39 , $147.91 ,1777000
05-01-2018, $148.13 , $149.18 , $147.68 , $149.13 ,1597600
08-01-2018, $148.85 , $150.40 , $148.35 , $150.32 ,2616900
09-01-2018, $149.92 , $150.85 , $148.92 , $150.83 ,3204700
10-01-2018, $150.34 , $150.53 , $149.19 , $150.30 ,1624100
11-01-2018, $150.30 , $150.77 , $149.49 , $150.50 ,1809200
12-01-2018, $150.86 , $151.94 , $149.98 , $151.44 ,2048800
16-01-2018, $151.57 , $151.69 , $149.36 , $149.41 ,2858700
17-01-2018, $150.49 , $151.78 , $150.21 , $151.54 ,2143100
18-01-2018, $151.46 , $152.36 , $151.17 , $152.23 ,1715500
19-01-2018, $152.85 , $153.70 , $151.53 , $152.99 ,2246700
22-01-2018, $152.48 , $153.12 , $152.11 , $152.69 ,1720000
23-01-2018, $152.56 , $153.28 , $151.94 , $152.17 ,1635800
24-01-2018, $152.47 , $153.22 , $151.85 , $151.90 ,1951900
25-01-2018, $152.40 , $152.99 , $151.92 , $152.08 ,1327100
26-01-2018, $152.52 , $153.78 , $151.65 , $153.75 ,1950700
29-01-2018, $153.54 , $153.80 , $152.25 , $152.46 ,1314800
30-01-2018, $152.24 , $152.43 , $150.50 , $151.05 ,1700000
